id,attendance,exam1_subject1,exam2_subject1,exam3_subject1,exam4_subject1,exam1_subject2,exam2_subject2,exam3_subject2,exam4_subject2,exam1_subject3,exam2_subject3,exam3_subject3,exam4_subject3,exam1_subject4,exam2_subject4,exam3_subject4,exam4_subject4,subjects,exam1_subject5,exam2_subject5,exam3_subject5,exam4_subject5,exam1_subject6,exam2_subject6,exam3_subject6,exam4_subject6
02c895c6-35ce-4eed-8aae-32f5dfdf4f81,75.95,64.94649030083512,77.02412893102397,81.4701900622016,90.86898831156861,97.02627826266193,45.33604712420485,79.47711694973614,46.839544221475975,54.081495308030604,68.49226102005858,68.3090679127797,88.12851692379641,40.70949159375087,69.65128588789864,96.1608815879801,76.49579229336862,"['Mathematics', 'Environmental Science', 'Regional Language', 'English']",,,,,,,,
039820d7-7371-458e-9e95-55a360887cc2,73.59,62.178499076745496,67.93836766877469,70.12786174981727,48.84063395527797,68.11411301345123,46.386842782019826,96.39364749829396,48.86894344174334,52.46874690728961,72.60652763066108,92.40440827077725,86.83262173170053,64.45793940240465,76.82074948517847,94.50482302137138,58.61436043525019,"['Biology (Science)', 'Computer Science (Science)', 'Physics (Science)', 'Mathematics (Science)', 'Chemistry (Science)']",50.62890913436235,92.27060277342073,44.61243224783031,54.65669380187099,,,,
03abee93-0193-44a8-91ca-f9d738b92f76,69.91,45.01785023678729,49.86503539299166,85.29936581833992,60.034577296141435,41.07273051055299,66.49319413317218,72.7173893929035,64.7796075278324,85.12548260700709,41.89383296782881,87.5841368792976,46.42298771415013,61.909422114486944,95.15366043351708,74.45716597550859,61.76835299541243,"['Fine Arts (Arts)', 'Political Science (Arts)', 'Psychology (Arts)', 'History (Arts)', 'Sociology (Arts)']",57.54908104235838,47.02006982387431,56.90673996480674,87.92790662155772,,,,
03aee2b3-e690-4924-bdf9-5e11cc9277f2,95.58,55.29171211228985,60.15095800724359,56.85898979708206,58.92170020317937,57.32721164815662,85.82433185200341,68.09973404723759,59.20420271334531,90.34796162481956,69.42490421437202,57.85927008044358,42.7354092716904,62.16901370571489,84.72335679012772,76.35574384828129,68.48770890650948,"['Biology (Science)', 'Computer Science (Science)', 'Physics (Science)', 'Mathematics (Science)', 'Chemistry (Science)']",77.01869609836251,81.18922012533712,64.16572259427195,80.08704561034901,,,,
0425b4f4-b35c-4a6c-b75a-d898938bad0d,60.23,64.81141835445152,71.84628083572912,89.29958316862225,95.82637395982587,94.2857514498244,51.064005969483205,76.81418908537746,66.60583089868794,55.650670538463395,79.8221537163106,78.50932929569709,83.29592195048421,43.07780100131235,84.02551326146818,43.85338256266211,54.124871099325304,"['Business Studies (Commerce)', 'Mathematics (Commerce)', 'Accountancy (Commerce)', 'Computer Applications (Commerce)', 'Economics (Commerce)']",91.78325314588338,94.91622297978884,44.55020792167741,57.03467690058389,,,,
043313ba-beda-41a4-9a81-c8ef71a81509,76.82,49.67433023833571,70.69018262928557,88.79352758870573,94.66721661298311,80.42783678578793,52.81334021412721,92.12932965648329,77.52113684034006,80.84178971977147,63.939622650062645,43.56384131016195,57.51392913560484,97.00323893519663,77.37070797391767,81.4519009730176,64.53512348257004,"['Mathematics', 'Environmental Science', 'Regional Language', 'English']",,,,,,,,
04455bb2-16f5-4ae2-b9c1-b4d055b44f04,79.16,49.648291793387415,79.33111152161993,92.53536039615487,97.43849189073029,70.6452732438261,48.22488457008673,40.99212730231488,45.790236692116615,45.7788941733845,90.25257504444052,90.12091780605806,43.75134121074436,78.55816837182849,92.47077790273846,63.463591986936095,52.49808017243372,"['Mathematics', 'Environmental Science', 'Regional Language', 'English']",,,,,,,,
045aa03e-e05d-4907-aef7-8e8eaa2adea4,88.81,75.62401826298448,59.85575246592772,45.25817256785724,63.327127272054796,73.83203507407086,93.62895462020859,68.93134579069283,97.83264593041547,91.73126123915421,90.86764217877351,41.59795153998797,43.526087588662925,96.85432485362794,63.87505296972292,56.19864039563684,91.3281495237881,"['Second Language', 'Mathematics', 'Science', 'Social Studies', 'English']",93.7314023092006,55.109516704122676,61.79562340866261,44.69143633267024,,,,
04ce561f-f148-47a6-bd96-8103f220a1ad,60.26,84.33745916408529,61.901420789458086,99.48591986984967,66.97356668712357,73.2255558178315,88.30231222262537,85.41853619371773,47.44055787263424,63.677118752702214,66.56141051189624,87.98869641881183,54.36764248068581,63.193965645453424,60.80019076209457,99.10550513830412,56.41673606375795,"['Mathematics', 'Environmental Science', 'Regional Language', 'English']",,,,,,,,
04eb8e8c-d19e-4da1-adae-33e2dcd5de74,93.28,52.04525620654305,89.56471924322312,43.24698095689209,82.77817704178224,68.91688629508647,48.611680946744244,48.45035302976701,45.347853294318384,60.78405297431155,43.595394317590824,44.094733110492086,83.14587528955371,72.77820042530192,65.99201528342002,92.6122568380254,43.363565701357565,"['Mathematics', 'Environmental Science', 'Regional Language', 'English']",,,,,,,,
